schema_version,run_id,opmode_name,run_started_at,timestamp_ms,device_name,commanded_power,encoder_position_ticks,encoder_velocity_ticks_per_second,current_amps,motor_mode,battery_voltage
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,0,leftFront,0,0,0,0.0325,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,0,leftBack,0,0,0,0.0034,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,0,rightFront,0,0,0,0,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,0,rightBack,0,0,0,0,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,100,leftFront,0,0,0,0.0165,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,100,leftBack,0,0,0,0.0376,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,100,rightFront,0,0,0,0,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,100,rightBack,0,0,0,0,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,200,leftFront,0,0,0,0,RUN_USING_ENCODER,12.45
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,200,leftBack,0,0,0,0,RUN_USING_ENCODER,12.45
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,200,rightFront,0,0,0,0,RUN_USING_ENCODER,12.45
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,200,rightBack,0,0,0,0.0424,RUN_USING_ENCODER,12.45
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,300,leftFront,0,0,0,0.0411,RUN_USING_ENCODER,12.375
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,300,leftBack,0,0,0,0,RUN_USING_ENCODER,12.375
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,300,rightFront,0,0,0,0.033,RUN_USING_ENCODER,12.375
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,300,rightBack,0,0,0,0,RUN_USING_ENCODER,12.375
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,400,leftFront,0,0,0,0,RUN_USING_ENCODER,12.3
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,400,leftBack,0,0,0,0,RUN_USING_ENCODER,12.3
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,400,rightFront,0,0,0,0,RUN_USING_ENCODER,12.3
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,400,rightBack,0,0,0,0.0229,RUN_USING_ENCODER,12.3
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,500,leftFront,0,0,0,0.0456,RUN_USING_ENCODER,12.225
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,500,leftBack,0,0,0,0.0217,RUN_USING_ENCODER,12.225
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,500,rightFront,0,0,0,0,RUN_USING_ENCODER,12.225
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,500,rightBack,0,0,0,0,RUN_USING_ENCODER,12.225
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,600,leftFront,0,0,0,0.0071,RUN_USING_ENCODER,12.15
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,600,leftBack,0,0,0,0.0311,RUN_USING_ENCODER,12.15
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,600,rightFront,0,0,0,0,RUN_USING_ENCODER,12.15
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,600,rightBack,0,0,0,0,RUN_USING_ENCODER,12.15
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,700,leftFront,0,0,0,0,RUN_USING_ENCODER,12.075
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,700,leftBack,0,0,0,0.0336,RUN_USING_ENCODER,12.075
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,700,rightFront,0,0,0,0,RUN_USING_ENCODER,12.075
1,00000000-aaaa-0000-0000-000000000011,ExampleOpMode,2025-03-15T10:00:00Z,700,rightBack,0,0,0,0.0149,RUN_USING_ENCODER,12.075
