schema_version,run_id,opmode_name,run_started_at,timestamp_ms,device_name,commanded_power,encoder_position_ticks,encoder_velocity_ticks_per_second,current_amps,motor_mode,battery_voltage
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,0,leftFront,0.494,0,1985.7745,,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,0,leftBack,0.4853,0,2002.2104,,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,0,rightFront,0.4904,0,1989.3991,,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,0,rightBack,0.4954,0,2000.0347,,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,100,leftFront,0.5094,200,2003.8695,,RUN_USING_ENCODER,12.588
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,100,leftBack,0.5073,200,2005.1576,,RUN_USING_ENCODER,12.588
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,100,rightFront,0.4924,200,1992.6728,,RUN_USING_ENCODER,12.588
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,100,rightBack,0.4833,200,1991.1622,,RUN_USING_ENCODER,12.588
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,200,leftFront,0.5161,400,1984.2284,,RUN_USING_ENCODER,12.576
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,200,leftBack,0.5117,400,2025.1851,,RUN_USING_ENCODER,12.576
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,200,rightFront,0.4863,400,2021.6617,,RUN_USING_ENCODER,12.576
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,200,rightBack,0.4864,400,1980.3439,,RUN_USING_ENCODER,12.576
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,300,leftFront,0.5196,600,1980.0562,,RUN_USING_ENCODER,12.564
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,300,leftBack,0.4967,600,1987.2536,,RUN_USING_ENCODER,12.564
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,300,rightFront,0.494,600,1992.3435,,RUN_USING_ENCODER,12.564
1,00000000-aaaa-0000-0000-000000000010,ExampleOpMode,2025-03-15T10:00:00Z,300,rightBack,0.5102,600,1989.9604,,RUN_USING_ENCODER,12.564
