schema_version,run_id,opmode_name,run_started_at,timestamp_ms,device_name,commanded_power,encoder_position_ticks,encoder_velocity_ticks_per_second,current_amps,motor_mode,battery_voltage
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,0,leftFront,0.4893,0,2023.0039,1.479,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,0,leftBack,0.5039,0,2027.3591,1.5087,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,0,rightFront,0.4903,0,2006.2286,1.5355,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,0,rightBack,0.5073,0,1989.7546,1.5007,RUN_USING_ENCODER,12.6
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,100,leftFront,0.4981,200,1986.102,1.4982,RUN_USING_ENCODER,12.585
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,100,leftBack,0.5039,200,1980.7529,1.5143,RUN_USING_ENCODER,12.585
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,100,rightFront,0.4974,200,1977.2201,1.4571,RUN_USING_ENCODER,12.585
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,100,rightBack,0.5126,200,2024.0868,1.4998,RUN_USING_ENCODER,12.585
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,200,leftFront,0.5122,400,2012.6544,1.5386,RUN_USING_ENCODER,12.57
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,200,leftBack,0.5157,400,2000.1829,1.5342,RUN_USING_ENCODER,12.57
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,200,rightFront,0.5007,400,1975.0338,1.4686,RUN_USING_ENCODER,12.57
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,200,rightBack,0.5154,400,1983.682,1.4886,RUN_USING_ENCODER,12.57
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,300,leftFront,0.4905,600,1974.0662,1.508,RUN_USING_ENCODER,12.555
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,300,leftBack,0.5131,600,2016.6205,1.5436,RUN_USING_ENCODER,12.555
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,300,rightFront,0.4822,600,2002.3251,1.4572,RUN_USING_ENCODER,12.555
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,300,rightBack,0.4956,600,2021.3897,1.473,RUN_USING_ENCODER,12.555
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,400,leftFront,0.4928,800,2007.5886,1.5044,RUN_USING_ENCODER,12.54
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,400,leftBack,0.4803,800,1993.7229,1.5357,RUN_USING_ENCODER,12.54
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,400,rightFront,0.4991,800,2013.4205,1.5008,RUN_USING_ENCODER,12.54
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,400,rightBack,0.5131,800,1999.9229,1.4966,RUN_USING_ENCODER,12.54
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,500,leftFront,0.4956,1000,1996.5773,1.4523,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,500,leftBack,0.5039,1000,1995.3255,1.4526,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,500,rightFront,0.4972,1000,1990.5794,1.4514,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,500,rightBack,0.5044,1000,1991.2339,1.4626,RUN_USING_ENCODER,12.525
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,600,leftFront,0.4928,1200,2029.0455,1.5344,RUN_USING_ENCODER,12.51
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,600,leftBack,0.5077,1200,2000.3374,1.4993,RUN_USING_ENCODER,12.51
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,600,rightFront,0.5006,1200,2025.3391,1.4745,RUN_USING_ENCODER,12.51
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,600,rightBack,0.4853,1200,1994.6516,1.5373,RUN_USING_ENCODER,12.51
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,700,leftFront,0.5117,1400,2013.8776,1.4545,RUN_USING_ENCODER,12.495
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,700,leftBack,0.4902,1400,2028.2927,1.4557,RUN_USING_ENCODER,12.495
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,700,rightFront,0.517,1400,1995.0049,1.5382,RUN_USING_ENCODER,12.495
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,700,rightBack,0.5049,1400,1976.8037,1.5487,RUN_USING_ENCODER,12.495
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,800,leftFront,0.5166,1600,1984.9563,1.5489,RUN_USING_ENCODER,12.48
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,800,leftBack,0.5019,1600,2015.0884,1.4746,RUN_USING_ENCODER,12.48
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,800,rightFront,0.513,1600,2008.2534,1.4754,RUN_USING_ENCODER,12.48
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,800,rightBack,0.4913,1600,1986.8097,1.4648,RUN_USING_ENCODER,12.48
1,00000000-aaaa-0000-0000-000000000012,ExampleOpMode,2025-03-15T10:00:00Z,900,leftFront,0.5047,1800,2014.0559,1.5059,RUN_USING_ENCODER,12.465
